label,label2,ascii_name_fix,label_orig,label2_orig,label_final,Burger,Chicken,Kebab,Pizza,Fast Food
Gluten Free,Sand/Caf/Bake,winthorpe fish bar,Gluten Free,Wraps,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Desserts,strawberry's ice cream and sandwich bar,Sandwiches,Ice Cream,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,bagel bar,Bagels,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,English,keely oliver's catering service,Sandwiches,English,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,the bikers cafe @ morpeth motorcycles,Breakfast,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Desserts,nancy's kitchen,Café,Desserts,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,snack shak,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
English,Sand/Caf/Bake,cafe culture,English,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Desserts,eats  and  treats,Breakfast,Desserts,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,caffe gusto,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
British,Sand/Caf/Bake,carla's cafe,British,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,British,potato place,Breakfast,British,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,cafe aroma,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Grill,makcari's,Café,Grill,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,that cafe,Café,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,the belly buster,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,the sandwich club,Deli,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,danny's pie and mash,Café,Breakfast,Sand/Caf/Bake,0,0,0,0,0
British,Sand/Caf/Bake,market,British,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,philpotts transom house,Sandwiches,Salads,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,bake n butty,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,lin's big breakfast,Breakfast,Café,Sand/Caf/Bake,0,0,0,0,0
Healthy,Sand/Caf/Bake,warwick street kitchen,Healthy,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,country kitchen,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
English,Sand/Caf/Bake,wordsley cafe,English,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,soowes coffee pot cafe,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,buttyfull cafe,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,British,get stuffed snack bar,Breakfast,British,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,rio coffee,Bagels,Panini's,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Healthy,to live better,Café,Healthy,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,English,roo's cafe,Café,English,Sand/Caf/Bake,0,0,0,0,0
Lunch,Sand/Caf/Bake,the pastry shop,Lunch,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,sister snacks,Sandwiches,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,carlindas sandwich bar,Sandwiches,Breakfast,Sand/Caf/Bake,0,0,0,0,0
British,Sand/Caf/Bake,coffee pronto,British,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,cafe leads,Breakfast,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,the helm,Breakfast,Deli,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,British,new corby cafe,Breakfast,British,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Desserts,grind 'n' bake,Café,Cakes,Sand/Caf/Bake,0,0,0,0,0
Portuguese,Sand/Caf/Bake,the flavour,Portuguese,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,cutsyke cafe,Sandwiches,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,jj's kitchen,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,British,brunch2go,Breakfast,British,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Kebab,crumbs sandwich  and  grill bar,Breakfast,Kebab,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,philpotts colmore circus,Sandwiches,Salads,Sand/Caf/Bake,0,0,0,0,0
Mexican,Sand/Caf/Bake,dino's fusion food,Mexican,Wraps,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,luca's cafe pronto,Café,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,thriller griller,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,brunch box bakery,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,mercer's bakery,Café,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,sansou cafe  and  juice bar,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,mardi gras sandwich bar,Sandwiches,Deli,Sand/Caf/Bake,0,0,0,0,0
Healthy,Sand/Caf/Bake,brothf,Healthy,Deli,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,British,el cafe,Breakfast,British,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,brunch takeaway,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Mediterranean,layla's snack bar,Deli,Mediterranean,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,kayleighs baps cafe,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Vegan,Sand/Caf/Bake,miss green fingers,Vegan,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,first stop,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Mediterranean,katasouris delicatessen,Deli,Mediterranean,Sand/Caf/Bake,0,0,0,0,0
English,Sand/Caf/Bake,wishing well bistro,English,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Grill,Sand/Caf/Bake,tikka delight,Grill,Wraps,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,the little sandwich shop,Sandwiches,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,noorani routes,Sandwiches,Deli,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Desserts,dolce,Breakfast,Desserts,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,on a roll,Sandwiches,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,blackburns cafe,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,the hungry wolf cafe,Breakfast,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,ems kitchen,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,istanblue cafe  and  restaurant,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,katerleanaes cafe,Breakfast,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,English,deli king,Breakfast,English,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,abc cafe,Sandwiches,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,cuneo's by the 2 sisters,Café,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,brunch club,Breakfast,American,Sand/Caf/Bake,0,0,0,0,0
English,Sand/Caf/Bake,the square cafe,English,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,topp's breakfast,Breakfast,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,brew,Café,Breakfast,Sand/Caf/Bake,0,0,0,0,0
British,Sand/Caf/Bake,gourmet cafe and sandwich bar,British,Breakfast,Sand/Caf/Bake,0,0,0,0,0
English,Sand/Caf/Bake,eat inn diner,English,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,smart cafe,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,crumbags,Sandwiches,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,bunkers,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,deli de mama,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,cravings cafe and deserts,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,bardon sandwich co,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,captain tony's cafe,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,old inns cafe,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,green island,Breakfast,Deli,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,shamela's fresh hot  and  cold food,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,chaipoint  and  street food,Café,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,philpotts st pauls,Sandwiches,Salads,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Desserts,maffles,Café,Desserts,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,the vintage cafe,Café,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,British,delish,Breakfast,British,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,gosport lunchbox,Sandwiches,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,bubble play cafe,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,panini's sandwich bar,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,big bangs,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,happy coffee,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Vegetarian,agora,Sandwiches,Vegetarian,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,ades sandwich bar,Sandwiches,Café,Sand/Caf/Bake,0,0,0,0,0
Caribbean,Sand/Caf/Bake,the taste of home,Caribbean,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,cj's food to go,Café,Deli,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,no8 cafe  and  sandwich bar,Breakfast,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,bethanys,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
British,Sand/Caf/Bake,the longford engine,British,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,rendezvous deli,Sandwiches,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Healthy,Sand/Caf/Bake,lean  and  green,Healthy,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,lemonade cafe,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,British,lynch box,Breakfast,British,Sand/Caf/Bake,0,0,0,0,0
Healthy,Sand/Caf/Bake,fresh food kitchen,Healthy,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Roast Dinners,sandwich shack,Breakfast,Roast Dinners,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,the stoke cafe,Breakfast,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,dawn's deli,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,soundbites,Café,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Desserts,coffee thirst desserts,Café,Desserts,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,oatopia @ boxpark,Breakfast,Bagels,Sand/Caf/Bake,0,0,0,0,0
British,Sand/Caf/Bake,the bow street cafe,British,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,atkinson's sandwich bar,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,British,the food engine,Breakfast,British,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,the house cafe,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,coffee house,Café,Panini's,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,better butties,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
Mediterranean,Sand/Caf/Bake,menagerie cafe,Mediterranean,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,the fat cafe diner,Café,Burgers,Sand/Caf/Bake,0,0,0,0,0
Healthy,Sand/Caf/Bake,wild bunch juicery,Healthy,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Desserts,breakfasts sandwiches  and  snacks corner,Breakfast,Desserts,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,the tattooed goose,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
British,Sand/Caf/Bake,butties and baps the cafe!,British,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Healthy,Sand/Caf/Bake,stollies,Healthy,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,English,chilton diner,Breakfast,English,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Chicken,bella's kitchen,Breakfast,Chicken,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,kelly's deli,Deli,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,cofi club,Café,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,inchinnan post office takeaway,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,sandwich deli,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Moroccan,Sand/Caf/Bake,moroccan deli,Moroccan,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,grab  and  go,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Lunch,Sand/Caf/Bake,kae's kitchen,Lunch,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,sammys kitchen,Café,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,cafe avenue,Café,Deli,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Healthy,molly's deli,Breakfast,Healthy,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Desserts,stanley's bakery,Sandwiches,Cakes,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,coffee warehouse,Sandwiches,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,British,food on the green,Breakfast,British,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,airline cafe,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,coffeeville,Sandwiches,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,five star cafe,Breakfast,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,cafe s35,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Brunch,the tavern co brunch,Breakfast,Brunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,cosy cafe,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
English,Sand/Caf/Bake,only food  and  sauces,English,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,j's cafe  and  takeaway,Breakfast,Salads,Sand/Caf/Bake,0,0,0,0,0
Gluten Free,Sand/Caf/Bake,the gluten-free project,Gluten Free,Wraps,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Pizza,dreams grill house,Breakfast,Pizza,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,coco bean,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,bake- and -butty,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Parmesans,linthorpe cafe,Breakfast,Parmesans,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,par tee lounge,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,food for thought,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Desserts,subby's,Sandwiches,Milkshakes,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,daisy cafe,Breakfast,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,the bread machine,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,soo delicious,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,growlers food bar,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,cafe ambrosia,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,gourmet on the hill,Sandwiches,Café,Sand/Caf/Bake,0,0,0,0,0
Persian,Sand/Caf/Bake,metro cafe,Persian,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Kebab,papas fish and chips,Breakfast,Kebab,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,scotties cafe,Breakfast,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Drinks,korner express,Breakfast,Drinks,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,munchies @ leisureland,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,philpotts portland chambers,Sandwiches,Salads,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,British,cafe direct,Breakfast,British,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,crusty cob,Sandwiches,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Mexican,Sand/Caf/Bake,el paso,Mexican,Wraps,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Desserts,mocha's ice cream  and  coffee bar,Café,Desserts,Sand/Caf/Bake,0,0,0,0,0
Lunch,Sand/Caf/Bake,cafe no9,Lunch,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,coffee and crusts,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,jj's coffee lounge,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,cob cottage,Breakfast,Burgers,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,meltmongers,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,joanie's cafe,Breakfast,Deli,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,"as ""u"" like it",Sandwiches,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Egyptian,Sand/Caf/Bake,norah's cafe and restaurant,Egyptian,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,lets eat @ brook square sandwich bar,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,crossroads cafe,Breakfast,Café,Sand/Caf/Bake,0,0,0,0,0
Mediterranean,Sand/Caf/Bake,sahin's lounge,Mediterranean,Breakfast,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Lunch,the flying egg cafe,Breakfast,Lunch,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,union jack subs  and  hot dogs,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Vegan,Sand/Caf/Bake,teslatte cafe,Vegan,Café,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Burger,tennyson cafe,Café,American,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,brew coffee  and  kitchen,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,English,eatfresh,Breakfast,English,Sand/Caf/Bake,0,0,0,0,0
Sand/Caf/Bake,Sand/Caf/Bake,tuckins,Breakfast,Sandwiches,Sand/Caf/Bake,0,0,0,0,0
