label,label2,ascii_name_fix,label_orig,label2_orig,label_final,Burger,Chicken,Kebab,Pizza,Fast Food,valid,bal
Burger,Vegetarian,uncle sams hamburger express,Burgers,Vegetarian,Burger,1,0,0,0,0,True,0
Grill,Burger,grillshack,Grill,Burgers,Burger,0,0,0,0,0,True,0
British,Burger,abbey gates,British,American,Burger,0,0,0,0,0,False,21
Burger,Mexican,steak  and  cherry,American,Mexican,Burger,0,0,0,0,0,False,15
Burger,Burger,cafe at the end of the universe,Burgers,American,Burger,0,0,0,0,0,True,0
Burger,Grill,krave burgers  and  grill,Burgers,Grill,Burger,1,0,0,0,0,True,0
Burger,Grill,zak's cafe  and  grill,Burgers,Grill,Burger,0,0,0,0,0,False,21
Burger,Burger,nyc bar and grill,American,Burgers,Burger,0,0,0,0,0,True,0
Caribbean,Burger,delicias del caribe,Caribbean,American,Burger,0,0,0,0,0,True,0
Burger,Desserts,"smokeys - burgers, shakes  and  shisha",American,Desserts,Burger,1,0,0,0,0,False,18
Burger,Steak,tribez steak  and  grill,American,Steak,Burger,0,0,0,0,0,True,0
Burger,Gourmet,jak's kitchen,Burgers,Gourmet,Burger,0,0,0,0,0,True,0
Gourmet,Burger,bigger better burgers,Gourmet,Burgers,Burger,1,0,0,0,0,False,23
Burger,Burger,get chucked,American,Burgers,Burger,0,0,0,0,0,False,15
Burger,Burger,burgerz n brewz,American,Burgers,Burger,1,0,0,0,0,True,0
English,Burger,deno's return ltd,English,American,Burger,0,0,0,0,0,False,14
Mexican,Burger,sombrero mexican restaurant  and  takeaway,Mexican,Burgers,Burger,0,0,0,0,0,True,0
Burger,Gourmet,memphis restaurant,American,Gourmet,Burger,0,0,0,0,0,True,0
Burger,Grill,djs rib shack,American,Grill,Burger,0,0,0,0,0,True,0
English,Burger,family bakers,English,Burgers,Burger,0,0,0,0,0,True,0
Burger,Desserts,brooklyn craft burgers,Burgers,Milkshakes,Burger,1,0,0,0,0,True,0
Burger,Chicken,o!burger,Burgers,Chicken,Burger,1,0,0,0,0,False,14
Burger,Pizza,burger jim,Burgers,Pizza,Burger,1,0,0,0,0,True,0
Burger,Sand/Caf/Bake,hand crafted burger  and  cake cafeteria,Burgers,Breakfast,Burger,1,0,0,0,0,False,11
Burger,Burger,tinseltown leicester,American,Burgers,Burger,0,0,0,0,0,True,0
Steak,Burger,chicago steakhouse,Steak,American,Burger,0,0,0,0,0,True,0
Grill,Burger,theo's grill,Grill,Burgers,Burger,0,0,0,0,0,True,0
Burger,English,ferrara,American,English,Burger,0,0,0,0,0,True,0
Burger,Burger,munch american gourmet,American,Burgers,Burger,0,0,0,0,0,False,16
Burger,Hot Dogs,burger  and  dogs,Burgers,Hot Dogs,Burger,1,0,0,0,0,True,0
Burger,Chicken,burgerland,Burgers,Chicken,Burger,1,0,0,0,0,False,13
Burger,Burger,floyds gourmet burger bar ltd,Burgers,American,Burger,1,0,0,0,0,True,0
Burger,Burger,smeaton smokehouse  and  chargrill,Burgers,American,Burger,0,0,0,0,0,True,0
Burger,Spanish,uncle harry's @ cambridge hotel,American,Spanish,Burger,0,0,0,0,0,False,11
Burger,Chicken,krunk burgers  and  shakes,Burgers,Chicken,Burger,1,0,0,0,0,True,0
Grill,Burger,the shack 68 twickenham,Grill,Burgers,Burger,0,0,0,0,0,False,14
Burger,Burger,friendly phil's port solent,American,Burgers,Burger,0,0,0,0,0,True,0
Burger,Burger,american bbq  and  burger,American,Burgers,Burger,1,0,0,0,0,True,0
Gourmet,Burger,yummie grill,Gourmet,Burgers,Burger,0,0,0,0,0,True,0
Burger,Burger,the hungry viking burger co,Burgers,American,Burger,1,0,0,0,0,False,16
Burger,BBQ,the forge kitchen,Burgers,BBQ,Burger,0,0,0,0,0,True,0
Caribbean,Burger,island vibes,Caribbean,Burgers,Burger,0,0,0,0,0,True,0
Burger,Sand/Caf/Bake,vip'z burger house,Burgers,Breakfast,Burger,1,0,0,0,0,True,0
Burger,Chicken,havana burgers  and  shakes,Burgers,Chicken,Burger,1,0,0,0,0,True,0
Burger,Indian,khan's burgers,American,Indian,Burger,1,0,0,0,0,True,0
Burger,BBQ,tiptree bar-b-q,American,BBQ,Burger,0,0,0,0,0,False,18
Burger,Burger,big g's diner,American,Burgers,Burger,0,0,0,0,0,False,12
Burger,French,the terrace bar  and  cafe,Burgers,French,Burger,0,0,0,0,0,False,11
Burger,Mexican,harbour grill,American,Mexican,Burger,0,0,0,0,0,True,0
Burger,Grill,grill  and  bun,Burgers,Grill,Burger,0,0,0,0,0,True,0
Chicken,Desserts,burger dome,Chicken,Milkshakes,Burger,1,0,0,0,0,False,17
Burger,BBQ,smoke stop the road to bbq,American,BBQ,Burger,0,0,0,0,0,True,0
Mediterranean,Burger,wagah grill house,Mediterranean,American,Burger,0,0,0,0,0,True,0
Vegan,Burger,dirty vegans,Vegan,Burgers,Burger,0,0,0,0,0,True,0
Burger,Burger,bburger,American,Burgers,Burger,1,0,0,0,0,False,15
Burger,Desserts,burger hut,Burgers,Desserts,Burger,1,0,0,0,0,True,0
Burger,Gourmet,tee's burger joint,Burgers,Gourmet,Burger,1,0,0,0,0,False,15
Burger,Burger,club147,American,Burgers,Burger,0,0,0,0,0,True,0
Burger,Burger,bite me burger co,American,Burgers,Burger,1,0,0,0,0,False,17
Grill,Burger,grill klub,Grill,Burgers,Burger,0,0,0,0,0,True,0
English Breakfast,Burger,oasis cafe,English Breakfast,Burgers,Burger,0,0,0,0,0,False,22
Burger,Burger,wicked burgers,Burgers,American,Burger,1,0,0,0,0,False,18
Mexican,Burger,taste of mexico,Mexican,Burgers,Burger,0,0,0,0,0,True,0
BBQ,Burger,van winkle,BBQ,Burgers,Burger,0,0,0,0,0,False,16
Burger,Burger,beef bite,American,Burgers,Burger,0,0,0,0,0,True,0
Burger,Grill,gourmet burgers  and  grill,Burgers,Grill,Burger,1,0,0,0,0,True,0
Burger,Vegan,oasi burger,Burgers,Vegan,Burger,1,0,0,0,0,True,0
Burger,European,bakehaus,Burgers,European,Burger,0,0,0,0,0,False,24
Burger,Burger,brgr edinburgh,Burgers,American,Burger,0,0,0,0,0,True,0
Burger,Burger,american bbq and burger co.,American,Burgers,Burger,1,0,0,0,0,False,11
Burger,Burger,boston burgers and shakes,Burgers,American,Burger,1,0,0,0,0,True,0
Burger,Grill,hoagies,American,Grill,Burger,0,0,0,0,0,False,11
Burger,Chicken,3 bs burger,Burgers,Chicken,Burger,1,0,0,0,0,True,0
Mexican,Burger,mad cafe,Mexican,Burgers,Burger,0,0,0,0,0,True,0
Burger,Caribbean,coco b's,Burgers,Caribbean,Burger,0,0,0,0,0,True,0
Burger,Vegetarian,poptata,American,Vegetarian,Burger,0,0,0,0,0,True,0
Burger,Gourmet,the fabulous burger boyz @ pl4,Burgers,Gourmet,Burger,1,0,0,0,0,True,0
Burger,Sand/Caf/Bake,the burger station,Burgers,Breakfast,Burger,1,0,0,0,0,True,0
Grill,Burger,cafe sono,Grill,Burgers,Burger,0,0,0,0,0,False,22
Burger,Chicken,burger  and  wings,Burgers,Chicken,Burger,1,0,0,0,0,True,0
Burger,Gourmet,opla gourmet burgers,Burgers,Gourmet,Burger,1,0,0,0,0,True,0
Burger,Grill,burger club,Burgers,Grill,Burger,1,0,0,0,0,False,23
Burger,Desserts,yolo burger  and  milkshake bar,Burgers,Milkshakes,Burger,1,0,0,0,0,False,18
Burger,Burger,bun  and  steak,Burgers,American,Burger,0,0,0,0,0,True,0
Burger,Burger,friendly phil's chatham,American,Burgers,Burger,0,0,0,0,0,True,0
Burger,Burger,crafted,American,Burgers,Burger,0,0,0,0,0,True,0
Burger,Halal,burger street,Burgers,Halal,Burger,1,0,0,0,0,False,15
Burger,Burger,burger daddy,American,Burgers,Burger,1,0,0,0,0,True,0
Burger,Dinner,feed @ saint vincent,American,Dinner,Burger,0,0,0,0,0,True,0
Burger,Burger,jacks house,American,Burgers,Burger,0,0,0,0,0,True,0
Burger,Steak,rocky's easy diner,Burgers,Steak,Burger,0,0,0,0,0,False,14
Vegan,Burger,mooshies,Vegan,Burgers,Burger,0,0,0,0,0,True,0
English,Burger,burger town,English,American,Burger,1,0,0,0,0,True,0
Mexican,Burger,mexican kitchen,Mexican,Burgers,Burger,0,0,0,0,0,True,0
Burger,Vegan,bag of holding,Burgers,Vegan,Burger,0,0,0,0,0,False,14
Burger,Burger,chuck burger bar @ the big chill,Burgers,American,Burger,1,0,0,0,0,False,16
Burger,Desserts,burger  and  shake station,Burgers,Milkshakes,Burger,1,0,0,0,0,True,0
Burger,Chicken,moo burgers,Burgers,Chicken,Burger,1,0,0,0,0,True,0
Pizza,Kebab,burger bites  and  grill,Pizza,Kebab,Burger,1,0,0,0,0,True,0
Burger,Grill,rodeo's,American,Grill,Burger,0,0,0,0,0,True,0
Burger,Burger,burger 2 night,Burgers,American,Burger,1,0,0,0,0,False,14
British,Burger,mac and wild devonshire square,British,Burgers,Burger,0,0,0,0,0,True,0
Burger,Burger,fat burger camden,Burgers,American,Burger,1,0,0,0,0,True,0
Japanese,Burger,westeros sushi  and  burgers,Japanese,Burgers,Burger,1,0,0,0,0,True,0
Burger,Burger,20 burgers,Burgers,Gourmet Burgers,Burger,1,0,0,0,0,False,7
Burger,Burger,tob burgers,Burgers,American,Burger,1,0,0,0,0,False,18
Burger,Burger,kerbedge,Burgers,American,Burger,0,0,0,0,0,True,0
Burger,Burger,abm happy kitchen,American,Burgers,Burger,0,0,0,0,0,False,12
Burger,Burger,el perro negro,American,Burgers,Burger,0,0,0,0,0,False,19
Burger,Burger,atlantica snack bar,Burgers,American,Burger,0,0,0,0,0,False,22
Burger,Burger,eds easy diner - victoria place,American,Burgers,Burger,0,0,0,0,0,False,23
Burger,Burger,american bbq  and  burger company,American,Burgers,Burger,1,0,0,0,0,False,17
Pasta,Burger,zitti,Pasta,Burgers,Burger,0,0,0,0,0,False,13
Burger,Grill,fat mat's american grill,American,Grill,Burger,0,0,0,0,0,True,0
Burger,Steak,hunters grill,Burgers,Steak,Burger,0,0,0,0,0,False,23
Burger,Burger,smokin griddle,Burgers,American,Burger,0,0,0,0,0,True,0
Burger,British,topp's hot  and  cold food bar,Burgers,British,Burger,0,0,0,0,0,True,0
Burger,Burger,rotunda diner,American,Burgers,Burger,0,0,0,0,0,False,14
Burger,Burger,po' boyz,American,Burgers,Burger,0,0,0,0,0,True,0
Burger,Burger,firepit rocks,Burgers,American,Burger,0,0,0,0,0,False,14
Grill,Burger,steak house,Grill,Burgers,Burger,0,0,0,0,0,True,0
Steak,Burger,kingrill,Steak,Burgers,Burger,0,0,0,0,0,True,0
British,Burger,1761 manchester,British,Burgers,Burger,0,0,0,0,0,False,15
Mexican,Burger,la casita mexican,Mexican,Burgers,Burger,0,0,0,0,0,False,14
Steak,Burger,hs and co.,Steak,Burgers,Burger,0,0,0,0,0,False,12
Burger,Burger,matty c's burger shack,Burgers,American,Burger,1,0,0,0,0,True,0
Vegan,Burger,jake's vegan steaks,Vegan,American,Burger,0,0,0,0,0,True,0
Burger,Burger,tinseltown farringdon,American,Burgers,Burger,0,0,0,0,0,True,0
Burger,Fast Food,chicago gourmet burgers,Burgers,Fast Food,Burger,1,0,0,0,0,False,16
Burger,Mexican,big gun,American,Mexican,Burger,0,0,0,0,0,False,18
Burger,Kebab,burger bar,Burgers,Kebab,Burger,1,0,0,0,0,True,0
Burger,BBQ,smiffy's bbq shack,American,BBQ,Burger,0,0,0,0,0,False,18
Burger,Burger,eat new york,American,Burgers,Burger,0,0,0,0,0,True,0
Vegan,Burger,tfi vegan,Vegan,Burgers,Burger,0,0,0,0,0,True,0
Burger,English,schnitty house  and  burger,American,English,Burger,1,0,0,0,0,True,0
Burger,Burger,burgers  and  bones,Burgers,American,Burger,1,0,0,0,0,True,0
Burger,Mexican,xtremburger - schumo ltd at the duke of wellington,Burgers,Mexican,Burger,1,0,0,0,0,True,0
Grill,Burger,bagel brunch,Grill,Burgers,Burger,0,0,0,0,0,True,0
Burger,Parmesans,mr parmesan,Burgers,Parmesans,Burger,0,0,0,0,0,True,0
Burger,Mexican,midtown eats,American,Mexican,Burger,0,0,0,0,0,False,14
Burger,Pasta,the broadwick,Burgers,Pasta,Burger,0,0,0,0,0,False,17
Burger,British,the rock cafe,American,British,Burger,0,0,0,0,0,True,0
Burger,Burger,shafers cafe @ tarpots,Burgers,American,Burger,0,0,0,0,0,False,18
Burger,Chicken,havana gourmet burger grill,Burgers,Peri Peri,Burger,1,0,0,0,0,True,0
Burger,Burger,bear grills,American,Burgers,Burger,0,0,0,0,0,True,0
Mexican,Burger,fresh mex burgers  and  grill,Mexican,Burgers,Burger,1,0,0,0,0,True,0
Burger,Grill,shoot the bull,Burgers,Grill,Burger,0,0,0,0,0,False,15
Pizza,Burger,burger co,Pizza,American,Burger,1,0,0,0,0,True,0
Healthy,Burger,nominations,Healthy,Burgers,Burger,0,0,0,0,0,False,15
Burger,Gourmet,the wig,Burgers,Gourmet,Burger,0,0,0,0,0,True,0
Burger,Burger,burger boulevard,American,Burgers,Burger,1,0,0,0,0,False,13
Burger,Burger,dada's diner,Burgers,American,Burger,0,0,0,0,0,True,0
Chicken,Burger,kango's gourmet burgers  and  piri piri,Chicken,Burgers,Burger,1,0,0,0,0,False,15
British,Burger,artisan cheesecakes,British,American,Burger,0,0,0,0,0,False,13
Burger,Hot Dogs,baregrill,Burgers,Hot Dogs,Burger,0,0,0,0,0,True,0
Grill,Burger,grill  and  shakes,Grill,American,Burger,0,0,0,0,0,True,0
Burger,Burger,havana's burger  and  shakes - fishponds,American,Burgers,Burger,1,0,0,0,0,True,0
Burger,Kebab,burger break,Burgers,Kebab,Burger,1,0,0,0,0,True,0
Burger,Vegetarian,the collab,Burgers,Vegetarian,Burger,0,0,0,0,0,True,0
Burger,Burger,fat burger wembley,Burgers,American,Burger,1,0,0,0,0,False,22
Burger,Desserts,havana's burgers  and  shakes,Burgers,Milkshakes,Burger,1,0,0,0,0,False,17
Burger,Sand/Caf/Bake,happy burgers  and  wraps,Burgers,Wraps,Burger,1,0,0,0,0,True,0
Burger,British,lion  and  star bar  and  grill,Burgers,British,Burger,0,0,0,0,0,True,0
English,Burger,hot diggity dog,English,Burgers,Burger,0,0,0,0,0,False,27
Burger,Fast Food,burger  and  co,Burgers,Fast Food,Burger,1,0,0,0,0,False,17
Sand/Caf/Bake,Burger,burger can,Breakfast,Burgers,Burger,1,0,0,0,0,True,0
Gourmet,Burger,roots diner,Gourmet,Burgers,Burger,0,0,0,0,0,False,21
Burger,Steak,nadii's diner,Burgers,Steak,Burger,0,0,0,0,0,False,15
Burger,Halal,brgrbro,Burgers,Halal,Burger,0,0,0,0,0,True,0
Steak,Burger,five bar and restaurant,Steak,Burgers,Burger,0,0,0,0,0,True,0
Grill,Burger,fusion grill house,Grill,Burgers,Burger,0,0,0,0,0,True,0
Greek,Burger,opa taverna,Greek,Burgers,Burger,0,0,0,0,0,True,0
Burger,Burger,hello burger,American,Burgers,Burger,1,0,0,0,0,False,11
Burger,Halal,la burger,Burgers,Halal,Burger,1,0,0,0,0,True,0
Burger,Grill,the grill garden,Burgers,Grill,Burger,0,0,0,0,0,True,0
Burger,Pasta,m and d food,Burgers,Pasta,Burger,0,0,0,0,0,True,0
Burger,Burger,havana's burgers  and  shakes - bedminster,American,Burgers,Burger,1,0,0,0,0,True,0
Burger,Grill,fat chopz,American,Grill,Burger,0,0,0,0,0,True,0
French,Burger,belgo nottingham,French,Burgers,Burger,0,0,0,0,0,True,0
Burger,Burger,brgr giffnock,Burgers,American,Burger,0,0,0,0,0,True,0
Burger,Burger,burger  and  keg,Burgers,American,Burger,1,0,0,0,0,True,0
Burger,Burger,lytham burger co.,Burgers,American,Burger,1,0,0,0,0,False,16
Burger,British,the stack lounge,American,British,Burger,0,0,0,0,0,True,0
Burger,Burger,texas smoker,American,Burgers,Burger,0,0,0,0,0,True,0
Burger,Chicken,rox burger,Burgers,Chicken,Burger,1,0,0,0,0,True,0
Burger,Burger,burgers r us,Burgers,American,Burger,1,0,0,0,0,True,0
Burger,Fast Food,burger shop,Burgers,Fast Food,Burger,1,0,0,0,0,True,0
Burger,Mediterranean,kuku,Burgers,Mediterranean,Burger,0,0,0,0,0,False,10
Grill,Burger,big mama's kitchen,Grill,Burgers,Burger,0,0,0,0,0,True,0
Burger,Fusion,ava's lunch box,Burgers,Fusion,Burger,0,0,0,0,0,True,0
Burger,Burger,food shack,American,Burgers,Burger,0,0,0,0,0,False,25
Burger,Dinner,bowl burger @ sunderland bowl,Burgers,Dinner,Burger,1,0,0,0,0,True,0
Grill,Burger,franzos ilford,Grill,Burgers,Burger,0,0,0,0,0,True,0
BBQ,Burger,longhorns barbecue smokehouse,BBQ,Burgers,Burger,0,0,0,0,0,False,10
Caribbean,Burger,shack tasty,Caribbean,Burgers,Burger,0,0,0,0,0,True,0
European,Burger,the urban fox,European,Burgers,Burger,0,0,0,0,0,True,0
BBQ,Burger,texas joe's slow smoked meats,BBQ,American,Burger,0,0,0,0,0,True,0
Grill,Burger,shish cafe,Grill,Burgers,Burger,0,0,0,0,0,True,0
Burger,Burger,route 66 american fastfood,American,Burgers,Burger,0,0,0,0,0,True,0
Burger,Smoothies,freshers shakes  and  snacks,Burgers,Smoothies,Burger,0,0,0,0,0,False,21
Burger,English,the octagon restaurant,American,English,Burger,0,0,0,0,0,True,0
Burger,Burger,casa del burger,Burgers,American,Burger,1,0,0,0,0,False,20
Burger,Burger,glorious munch,American,Burgers,Burger,0,0,0,0,0,False,14
Mexican,Burger,cactus grill,Mexican,American,Burger,0,0,0,0,0,False,14
Burger,Gourmet,lazy pickle,Burgers,Gourmet,Burger,0,0,0,0,0,True,0
Mexican,Burger,blaq iguana,Mexican,Burgers,Burger,0,0,0,0,0,True,0
Burger,BBQ,willett's,American,BBQ,Burger,0,0,0,0,0,True,0
Burger,Chicken,foodland burgers,Burgers,Chicken,Burger,1,0,0,0,0,False,17
Burger,Burger,brooklyn @ breakout,American,Burgers,Burger,0,0,0,0,0,True,0
BBQ,Burger,big mouth bbq,BBQ,American,Burger,0,0,0,0,0,True,0
Burger,British,bill the butcher,Burgers,British,Burger,0,0,0,0,0,False,12
Burger,Burger,burgershack,Burgers,American,Burger,1,0,0,0,0,True,0
Mexican,Burger,mexican taco,Mexican,Burgers,Burger,0,0,0,0,0,True,0
Burger,Vegetarian,flipp!n burgers,Burgers,Vegetarian,Burger,1,0,0,0,0,True,0
Burger,Burger,mahmoods,American,Burgers,Burger,0,0,0,0,0,False,15
Burger,Burger,burger beast,Burgers,American,Burger,1,0,0,0,0,True,0
Burger,Kebab,american burger,Burgers,Kebab,Burger,1,0,0,0,0,True,0
BBQ,Burger,the pig,BBQ,Burgers,Burger,0,0,0,0,0,True,0
Burger,Burger,grill planet burgers,Burgers,American,Burger,1,0,0,0,0,True,0
Burger,Burritos,the rustic grill (hmc),Burgers,Burritos,Burger,0,0,0,0,0,True,0
Burger,Grill,firepit rocks - american grill,American,Grill,Burger,0,0,0,0,0,False,13
Burger,Burger,brgr west end,Burgers,American,Burger,0,0,0,0,0,True,0
Burger,Dinner,empourium,American,Dinner,Burger,0,0,0,0,0,True,0
Burger,Halal,flavorz,American,Halal,Burger,0,0,0,0,0,True,0
Burger,Burger,raindell's,American,Burgers,Burger,0,0,0,0,0,False,9
Burger,Vegan,the green grill,Burgers,Vegan,Burger,0,0,0,0,0,True,0
British,Burger,manor house @ the manor house hotel,British,Burgers,Burger,0,0,0,0,0,False,13
Pasta,Burger,meating room,Pasta,Burgers,Burger,0,0,0,0,0,True,0
Gourmet,Burger,aurum lounge,Gourmet,Burgers,Burger,0,0,0,0,0,False,15
Burger,Pizza,tjs burger - hinckley road,Burgers,Pizza,Burger,1,0,0,0,0,True,0
Grill,Burger,damasco grill,Grill,Burgers,Burger,0,0,0,0,0,True,0
Burger,Mexican,finchley kitchen,Burgers,Mexican,Burger,0,0,0,0,0,True,0
Burger,Burger,the smoke shed,American,Burgers,Burger,0,0,0,0,0,False,21
Burger,Grill,the grill factory,Burgers,Grill,Burger,0,0,0,0,0,True,0
Burger,Burger,bobby jo's,American,Burgers,Burger,0,0,0,0,0,True,0
Middle Eastern,Burger,akbars,Middle Eastern,American,Burger,0,0,0,0,0,True,0
Burger,Burger,rustix gourmet,Burgers,American,Burger,0,0,0,0,0,True,0
Burger,Burger,the gourmet,Burgers,American,Burger,0,0,0,0,0,True,0
Burger,Fusion,wings london,American,Fusion,Burger,0,0,0,0,0,True,0
Hot Dogs,Burger,fat annie's hot dogs,Hot Dogs,American,Burger,0,0,0,0,0,False,18
Burger,Chicken,burger stakk,Burgers,Chicken,Burger,1,0,0,0,0,True,0
Burger,Burger,mob's millions of burgers,American,Gourmet Burgers,Burger,1,0,0,0,0,True,0
Pizza,Kebab,"tj's burgers, evington",Pizza,Kebab,Burger,1,0,0,0,0,False,17
Burger,Burger,sloppy's burgers,Burgers,American,Burger,1,0,0,0,0,True,0
Desserts,Burger,desserts  and  gourmet burgers on the go,Desserts,Burgers,Burger,1,0,0,0,0,False,12
Burger,Burger,buddy's bbq  and  burgers,American,Burgers,Burger,1,0,0,0,0,True,0
Burger,Greek,gee's,Burgers,Greek,Burger,0,0,0,0,0,False,14
Burger,Desserts,g's gourmet burgers,Burgers,Milkshakes,Burger,1,0,0,0,0,True,0
Burger,Burger,brock's @ the tavern,American,Burgers,Burger,0,0,0,0,0,False,18
Burger,Gourmet,ministry of burgers,Burgers,Gourmet,Burger,1,0,0,0,0,True,0
Burger,Tapas,mr fox,Burgers,Tapas,Burger,0,0,0,0,0,False,13
Burger,Street Food,mix'n'match kentish town,Burgers,Street Food,Burger,0,0,0,0,0,False,21
